Season,Team,Result,1-3 F Avg Game Score,4-6 F Avg Game Score,7-9 F Avg Game Score,9-12 F Avg Game Score,1-2 D Avg Game Score,3-4 D Avg Game Score,5-6 D Avg Game Score,Starting Goalie Avg GSAx
2020-2021,BUF,-1,0.5142804447885748,0.2596443899030185,0.23269934269636358,0.04768011927050828,0.24983418367346938,0.11450228832951945,0.07802083333333334,-0.17850000000000002
2020-2021,CGY,-1,0.8754166666666666,0.6522840388007055,0.4583145506264521,0.2914458732057416,0.6116071428571429,0.45624430091185414,0.2554323308270677,-0.21534883720930245
2020-2021,CAR,1,0.9609572556441283,0.8481868210405946,0.47045248283558366,0.25544311913460854,0.6537482517482518,0.7036625874125875,0.24734962406015037,0.4173913043478262
2020-2021,CHI,-1,0.7467157842157842,0.37120238095238095,0.2663224121557455,0.2834375516956162,0.2749074074074074,0.16929545454545453,0.17616117216117216,-0.3862162162162164
2020-2021,COL,1,1.5257650759734094,0.8438287925232987,0.4475648148148148,0.5665989136649514,1.1903366209262436,0.815763888888889,0.45366841491841486,0.13099999999999987
2020-2021,CBJ,-1,0.5095804297328689,0.3306876047520458,0.25479677594260924,0.28100694444444446,0.5672142857142857,0.14171526586620928,0.1079010989010989,-0.4187878787878786
2020-2021,DAL,-1,0.9926097784329491,0.5786345811051694,0.4230466098897471,0.17529914529914534,0.5536493506493506,0.573003706199461,0.28504459308807134,-0.31281250000000016
2020-2021,DET,-1,0.3435133779069089,0.3006216298321562,0.346775925925926,0.26577285263987394,0.19508928571428572,0.12388539651837524,0.11864583333333334,-0.16705882352941195
2020-2021,EDM,0,1.2978571428571428,0.41242773892773893,0.24816666666666667,0.07225954592363261,0.8033035714285715,0.19311011904761904,0.23813621262458473,0.45062500000000005
2020-2021,FLA,0,1.0315437229437228,0.9538107822410148,0.5388310588463028,0.234989898989899,0.6192592592592593,0.4164198286413709,0.4878769841269842,-0.2619354838709679
2020-2021,LAK,-1,0.7403794063079777,0.4231079496416376,0.24363778438204553,0.16093270964091633,0.39351521164021164,0.26863152804642165,0.09624538063562454,-0.08799999999999995
2020-2021,MIN,0,0.7807629870129871,0.4554365079365079,0.39467176033842705,0.3530074074074074,0.3920921198668147,0.4054431216931217,0.10296666666666666,-0.06606060606060626
2020-2021,MTL,3,0.7882792521943465,0.6278675990675991,0.3995173918624053,0.35712149244526675,0.7435984848484849,0.28460482374768087,0.39747181964573275,0.07827586206896538
2020-2021,NSH,0,0.6127846907993967,0.5743105775643591,0.4121689408706952,0.3353561253561253,0.7666994047619047,0.4789583333333334,0.11182389937106918,0.3652777777777779
2020-2021,NJD,-1,0.6330595238095238,0.5758682476943348,0.2717445799457995,0.3079419191919192,0.4965827922077922,0.4390942028985507,0.12672619047619046,-0.24428571428571422
2020-2021,NYI,2,0.6523999919833253,0.5760878061662376,0.39769382406061404,0.2635809203142536,0.4625892857142857,0.33901785714285715,0.261403162055336,0.07472222222222216
2020-2021,NYR,-1,0.9169290123456791,0.5972757936507936,0.39630572441742656,0.2169087443818627,0.6053277511961723,0.31979097299297077,0.03642045454545455,0.08542857142857128
2020-2021,OTT,-1,0.6261904761904762,0.47650055370985606,0.3786060606060606,0.19873529411764704,0.39292207792207795,0.33838652482269505,0.08083791208791209,-0.5892592592592591
2020-2021,PHI,-1,0.8554107744107743,0.7505241975006126,0.43945878084179973,0.16443333333333335,0.48665259740259736,0.5156541019955654,0.23472807991120975,-0.644
2020-2021,PIT,0,0.9829642857142856,0.6113965237166992,0.5509336778639105,0.28754106280193237,0.6085853658536586,0.3723339160839161,0.30473705339221197,-0.30153846153846164
2020-2021,SJS,-1,0.755883423180593,0.43340534597677455,0.3033294425087108,0.1439373040752351,0.4489697802197802,0.12458683473389356,0.16633928571428572,-0.5555882352941177
2020-2021,STL,0,0.8061309523809523,0.4508792390405294,0.38955710955710954,0.25643684210526313,0.5165126050420168,0.2169451530612245,0.3167325581395349,0.0019047619047618642
2020-2021,TBL,4,0.835654761904762,0.696318181818182,0.5344848484848485,0.35635209235209236,0.6857037037037037,0.287334656084656,0.38215102974828374,0.4340476190476191
2020-2021,TOR,0,1.1803983845611752,0.7280980725623584,0.4266169632836299,0.403856400259909,0.4987873376623377,0.5250017152658661,0.1827124183006536,-0.19791666666666666
2020-2021,VAN,-1,0.6504346361185984,0.36967583545045923,0.10833015873015872,0.11037671478847949,0.41114935064935065,0.16626068376068376,0.1887070938215103,0.19371428571428576
2020-2021,ARI,-1,0.682893772893773,0.545203634085213,0.24523241033229937,0.18869363395225466,0.5982142857142857,0.26607684529828113,0.09478513356562138,-0.008148148148148106
2020-2021,VGK,2,0.8846084585349292,0.9384631932532876,0.49124588744588743,0.40298061587535267,0.8046065347445928,0.6895352047860102,0.4428921568627451,0.4977777777777778
2020-2021,WSH,0,0.7932186147186148,0.6846355668284613,0.36420822102425876,0.3717550505050505,0.6944268476621418,0.4660714285714286,0.28528130360205833,-0.1967567567567568
2020-2021,WPG,1,0.8146380952380952,0.7493138758404716,0.4352806975633063,0.19194805194805198,0.47390873015873014,0.178106684981685,0.23807692307692307,0.42777777777777776
2019-2020,ANA,-1,0.6092081686429512,0.4579882027205971,0.30539565216511816,0.2131491354488092,0.5001369047619049,0.2636374549819928,0.004449999999999999,-0.34653846153846174
2019-2020,BOS,1,1.2747978142076504,0.6297322404371585,0.40531048578274964,0.14246703980099504,0.4080289727831431,0.6532676780034254,0.239907495256167,0.4312195121951221
2019-2020,BUF,-1,0.8553601875532822,0.39678412611627484,0.2968101733447002,0.3824898785425101,0.3521739130434782,0.4282241910631741,0.24834185848252344,-0.18705882352941175
2019-2020,CGY,0,0.8220835058661146,0.556266106442577,0.40025490196078434,0.18948643023643022,0.5545833333333333,0.34491875,0.41808225108225106,-0.17285714285714282
2019-2020,CAR,0,0.9090196078431374,0.7532121216482679,0.5140226715686275,0.4906535947712418,0.6457847155255545,0.3253215539947322,0.347828631452581,-0.06724999999999995
2019-2020,CHI,0,0.8431904761904763,0.6274594320486816,0.24960196687370603,0.282375641025641,0.4488821368004522,0.18530048076923078,0.33459349593495935,0.0754999999999999
2019-2020,COL,1,1.0331514634839445,0.5795635351095979,0.5280410256410256,0.4293927979151859,0.7496177944862155,0.4976418570375829,0.37236418269230775,0.04749999999999983
2019-2020,CBJ,0,0.49869651741293525,0.800769635126778,0.3760501949317739,0.18708057432432432,0.6886607142857142,0.25457480818414324,0.20567221067221067,-0.19594594594594594
2019-2020,DAL,3,0.6441105703367221,0.4088875038005473,0.4169845226458129,0.34627241357069144,0.47325554134697356,0.39455535390199636,0.14080063626723224,0.0036363636363635587
2019-2020,DET,-1,0.788226880663828,0.15420686963309915,0.12349416433239963,0.03076971529352482,0.2628762019230769,0.12965408805031448,-0.05269577598481253,0.09913043478260875
2019-2020,EDM,-1,1.1374199846514987,0.45248176682074986,0.38592154082476665,0.14564072840473702,0.5120502044525215,0.25078591549295776,0.10611317254174396,-0.3115384615384617
2019-2020,FLA,-1,0.8979962292609351,0.6028354700854701,0.4496568627450981,0.2665690553082541,0.5232776292335115,0.468630831643002,0.18987240829346091,-0.25839999999999974
2019-2020,LAK,-1,0.6999076479076479,0.5307513935340022,0.32995955746639744,0.22753267330154123,0.40171855010660984,0.5265659340659341,0.37088888888888893,-0.3073809523809523
2019-2020,MIN,-1,0.5846661261443871,0.4151304442272184,0.5916128046209631,0.40420889427711876,0.673216456287985,0.4245652173913044,0.3281386748844376,-0.3007894736842107
2019-2020,MTL,0,0.7412166100048566,0.9394720299196306,0.5268374992397981,0.3177884857646763,0.8339956663055255,0.5015062111801243,0.2545408895265423,-0.16155172413793112
2019-2020,NSH,-1,0.636637099284158,0.6510604076904155,0.4124912752310885,0.4479090743364738,1.0735285418515232,0.4324678308823529,0.15698170731707317,0.04149999999999991
2019-2020,NJD,-1,0.4737754199823165,0.38610809227202675,0.3270915032679738,0.05552159468438538,0.30299765558397274,0.3556933890577507,-0.030217241379310342,0.16787234042553162
2019-2020,NYI,2,0.7059716125256074,0.6266751183231913,0.370753862150921,0.11832544787497619,0.30419117647058824,0.3377996049165935,0.16080481150793652,0.047999999999999925
2019-2020,NYR,-1,1.0922692601067887,0.6074361290409884,0.1972207792207792,0.045076314794894906,0.49650630252100847,0.36669505494505494,0.12501881720430108,-0.002352941176470538
2019-2020,OTT,-1,0.5740375586854459,0.40528506735206665,0.3932936507936508,0.21909098428453266,0.3228618261291889,0.30649857954545456,0.17678636640292147,-0.19588235294117637
2019-2020,PHI,1,0.8256521739130435,0.8035024154589371,0.3579793301936159,0.36783661740558293,0.6403143648763854,0.4122662459093034,0.30460612244897955,0.1638095238095237
2019-2020,PIT,-1,0.9597929292929294,0.4921478159521638,0.4384805485192482,0.34168253968253975,0.6395901639344262,0.2262378325762492,0.30365323435843056,-0.5407894736842105
2019-2020,SJS,-1,0.7579861111111111,0.6014285714285714,0.18142967378705085,0.21694431643625192,0.7406785714285714,0.17604166666666665,0.20922131147540984,-0.4173170731707317
2019-2020,STL,0,0.800093896713615,0.5757744013098197,0.4954845001741554,0.2562543904518329,0.7172879464285715,0.1958657513348589,0.4691052874624798,0.006862745098039105
2019-2020,TBL,4,1.0031164587046941,0.804436391781593,0.5614353134787917,0.3705896272443403,0.6583515151515151,0.45723987206823025,0.3926964285714286,0.07307692307692329
2019-2020,TOR,-1,1.1466268496099004,0.7569444444444445,0.38391307303807304,0.30932925613695883,0.6805562310030395,0.42043969002695414,0.31468487394957984,-0.27403846153846156
2019-2020,VAN,1,0.8952123061276379,0.8361061381074167,0.27146464646464646,0.29189598782878173,0.6751296111665005,0.3058493179880648,0.17810770750988142,0.02395348837209305
2019-2020,ARI,0,0.5885604395604396,0.5705238095238095,0.4492549969140199,0.28492201426024955,0.43278354978354977,0.3540634920634921,0.17413624070317782,0.11545454545454552
2019-2020,VGK,2,0.9419626247513572,0.9679733959311424,0.5280720390720391,0.3059063835750823,0.8315767486273573,0.37975697321181995,0.39519404483104714,-0.12897959183673455
2019-2020,WSH,0,0.8568378334940534,0.675879917184265,0.5984578049958071,0.3306587242447898,0.7934057971014492,0.2253537936913896,0.30080357142857145,-0.35854166666666654
2019-2020,WPG,-1,0.8584023750345208,0.7802600789924733,0.31997892114592313,0.13584467120181407,0.5211755146262188,0.2989448321701562,0.1659700722394221,0.41793103448275876
2018-2019,ANA,-1,0.6038696037383066,0.331680216802168,0.30743102716468584,0.2566417989417989,0.32136262265834076,0.1216794217687075,0.1767032967032967,0.22982758620689678
2018-2019,BOS,3,1.3103757438061236,0.7415238441055435,0.3879959148832388,0.33840636313004735,0.8058304398148148,0.41611335125448035,0.33866865375062094,-0.046304347826086854
2018-2019,BUF,-1,0.9500580720092916,0.40116360828689596,0.21255233494363926,0.31265337402323706,0.46667761100687927,0.44364540337711067,0.18617836965294593,-0.17339999999999975
2018-2019,CGY,0,1.129591797342475,0.7588382034632035,0.5792595089371303,0.38558327370230544,0.9066820837390459,0.5546286231884059,0.2839873417721519,0.12622222222222237
2018-2019,CAR,2,1.0059739837398374,0.7151691257653318,0.5052845528455284,0.4227113010658184,0.6381707317073171,0.7224440360841964,0.41191268191268193,0.07325000000000018
2018-2019,CHI,-1,1.024845929940781,0.5649059829059829,0.40559378922793554,0.2109414035884624,0.62685396727385,0.36118589743589746,0.15553549571603426,-0.08692307692307694
2018-2019,COL,1,1.206078402157587,0.4146163375919473,0.4079479362101313,0.36895764652014656,0.6150160256410258,0.3470851940913775,0.22321428571428575,-0.09714285714285696
2018-2019,CBJ,1,0.9755859849141668,0.604606679655126,0.4892803001876172,0.2894024554680293,0.6660943089430894,0.45505662020905924,0.2324751712328767,0.10758064516129012
2018-2019,DAL,1,0.9455185979332321,0.254287317620651,0.3695798457801735,0.1694448688242134,0.5366806402439024,0.26681897370921764,0.2047269582406721,0.34391304347826074
2018-2019,DET,-1,0.856518067556952,0.38040232408383096,0.27624340991303015,0.09611648745519713,0.41519230769230775,0.23566942551119768,0.027923076923076922,0.046545454545454584
2018-2019,EDM,-1,1.0035553470919325,0.2992994624588174,0.17380908351325133,0.15576356107660455,0.4845521791283487,0.22074017615176153,0.14126373626373628,-0.12545454545454557
2018-2019,FLA,-1,0.9110835181079082,0.713416641573823,0.26119132791327915,0.3011861178369653,0.5799390243902438,0.23384761904761903,0.20766680743243243,-0.38441860465116284
2018-2019,LAK,-1,0.502748538011696,0.43043318089430893,0.3440654755439701,0.3159442638437387,0.369989837398374,0.17491452991452994,0.18431931252826772,-0.5280434782608697
2018-2019,MIN,-1,0.7786642197753308,0.4230133262208294,0.3936145066796408,0.1902353529487676,0.6035975609756098,0.2569954268292683,0.29785546613011404,-0.24388059701492543
2018-2019,MTL,-1,0.8042718056810197,0.93889313137179,0.5867193899382602,0.38676280119318096,0.800412111017662,0.46556855100714745,0.4489041265134668,0.053181818181818045
2018-2019,NSH,0,0.9769216954022989,0.5414480804292338,0.371150747986191,0.41313449564134497,0.7204878048780488,0.7162400793650794,0.18903791737408038,0.22392857142857128
2018-2019,NJD,-1,0.6042109446402925,0.46033977861846714,0.29775067750677503,0.12240705781670819,0.36147073170731703,0.3172686053783615,0.06267053701015966,-0.5204878048780489
2018-2019,NYI,1,0.6745121951219512,0.48864934874419963,0.36578069507864025,0.17430530275452005,0.33036585365853655,0.3373768388641807,0.43438301282051284,0.34391304347826074
2018-2019,NYR,-1,0.6115764150140329,0.31520950243172463,0.2896989898989899,0.10659529961855545,0.24109149982437655,0.18587881303174933,0.3038617090671885,-0.3007692307692305
2018-2019,OTT,-1,0.27601519468186136,0.503320693391116,0.2500431417332826,0.12969717444717446,0.4314111969111969,0.16967532467532467,-0.006444478812248687,-0.3386000000000001
2018-2019,PHI,-1,0.9278381019387116,0.5206384988092305,0.36925081838948687,0.08647836467779306,0.42497029393370855,0.40665584415584416,0.1661079398028023,-0.5694285714285716
2018-2019,PIT,0,1.1162882062364927,0.6626682966105023,0.4786399945338899,0.31213521126760563,0.7948866396761133,0.17952235772357722,0.20028822055137843,0.028999999999999772
2018-2019,SJS,2,0.9684112233445564,0.9270053181386516,0.693659928722575,0.36158056756200474,1.2292890013805797,0.3290918803418803,0.39954545454545454,-0.3643548387096775
2018-2019,STL,4,0.9548167760186373,0.6516510933129926,0.4573021483021484,0.3662400793650793,0.6575748239436621,0.2511338141025641,0.4972664059104737,-0.2130434782608695
2018-2019,TBL,0,1.2389441185551096,0.59628125,0.6162753387533875,0.3021927655677656,0.7435121951219512,0.5312068965517242,0.36883827375762857,0.3073584905660376
2018-2019,TOR,0,1.187621951219512,0.6013699876977101,0.5934914594960258,0.38894638220585037,0.7890045731707317,0.3965083632019116,0.40846739969135804,0.2
2018-2019,VAN,-1,0.7985079002351566,0.34800240500240504,0.3577536549707602,0.21132726653779285,0.36253881987577635,0.27099067599067594,0.36072187254130605,-0.027166666666666592
2018-2019,ARI,-1,0.5315981481481482,0.5112415824915825,0.3072432927265846,0.33387735480525077,0.46462069525666017,0.29453750575241605,0.20274366197183097,0.14927272727272742
2018-2019,VGK,0,0.8715934131787791,0.7806174800077238,0.46625062845651083,0.3582498375568551,0.6807003527702843,0.4691039501039501,0.4187462052216151,0.10065573770491781
2018-2019,WSH,0,0.8897459930690926,0.6337003808501392,0.5479128464975582,0.23715734649122808,0.6284375,0.30973323170731704,0.3379710337496678,0.1940677966101693
2018-2019,WPG,0,0.8500406504065041,0.5443702049696553,0.40929995309568473,0.3118926677187546,0.6023170731707317,0.3293108974358974,0.1841282894736842,-0.10761904761904764
2017-2018,ANA,0,0.8198106060606061,0.5553405349794239,0.4279396763689527,0.17690745871596936,0.5381181051265412,0.4875625,0.15301922590437642,0.36400000000000005
2017-2018,BOS,1,1.2142630619320898,0.668594985483074,0.6110493084151621,0.23021111111111114,0.6255207653837791,0.6337499999999999,0.20791997116077865,0.11870370370370364
2017-2018,BUF,-1,0.7982405946779202,0.3213640885750963,0.3059658249799095,0.0402415458937198,0.3842048112261945,0.0601025430680886,0.16183014785430944,-0.26528301886792455
2017-2018,CGY,-1,0.9336573005932762,0.7226902215431626,0.3590574855584083,0.2988196748784984,0.6602029736050785,0.6024060646011866,0.23338715218138098,0.2592727272727271
2017-2018,CAR,-1,0.7554300351417088,0.8193089430894309,0.5501414319248826,0.26794285714285715,0.6549791399229782,0.5573135345666991,0.3631721141129794,-0.2923255813953487
2017-2018,CHI,-1,0.8253838266033388,0.6269184733514002,0.48412380952380957,0.24976111101414367,0.4804057649667406,0.41132553606237815,0.3753145057766367,-0.17971428571428588
2017-2018,COL,0,0.996016396845164,0.37306328111248016,0.32985064687975646,0.23276767676767676,0.6249228543876567,0.22402395915161036,0.1587396572104019,0.11450980392156869
2017-2018,CBJ,0,0.8654253719531498,0.6975000879878929,0.43085010927528633,0.3843659420289855,0.8971153846153845,0.24423520923520922,0.4447222901884022,0.3267692307692309
2017-2018,DAL,-1,0.9820987654320987,0.4169025799303577,0.3900328785138912,0.3224521622488555,0.721693233317706,0.282303094233474,0.2931015161502966,0.038846153846153766
2017-2018,DET,-1,0.678641975308642,0.5011474424765564,0.45061965004518195,0.19667813683008106,0.29671558704453443,0.176390625,0.2924567307692308,-0.10133333333333354
2017-2018,EDM,-1,1.0063402193575286,0.39959965508746004,0.3167601346666889,0.27050661227265,0.5396027346637102,0.34206349206349207,0.2724847792998478,-0.03417910447761182
2017-2018,FLA,-1,0.9137337765115543,0.7106278031456114,0.366996351575456,0.14953112203112204,0.509753086419753,0.33898302469135805,0.2579417051874679,-0.009318181818181741
2017-2018,LAK,0,0.8907668372980027,0.5061895903076677,0.2585438429882874,0.19433333333333336,0.5798075704783021,0.5036295911295912,0.24121713729308666,0.370625
2017-2018,MIN,0,0.7468245169464681,0.625338753387534,0.3542986478542034,0.23556404291621913,0.6029886506935687,0.4126645506181089,0.10492725716730852,-0.12850000000000014
2017-2018,MTL,-1,0.6173482767232766,0.6420780980537079,0.46406262098335266,0.2030612922846582,0.4368292682926829,0.277000702000702,0.18994271392767634,-0.5991836734693877
2017-2018,NSH,1,0.8613969910266907,0.554735982112143,0.6941441061983716,0.38285098602585865,0.8850455284552845,0.37795646523716697,0.1823085106382979,0.3381355932203388
2017-2018,NJD,0,0.7693652814832781,0.5339771478795868,0.37294923714303185,0.4292819306720908,0.27189043209876546,0.2994233268356076,0.4362085769980507,-0.08512195121951208
2017-2018,NYI,-1,0.859084296106119,0.6518837575742576,0.32923707108349387,0.13973780959752322,0.36932758620689654,0.4160067873303168,0.32014066496163684,-0.27037037037037026
2017-2018,NYR,-1,0.5939417641325536,0.6285839869351785,0.3820084356062248,0.044700704225352106,0.3137486744432662,0.09356060606060607,0.15111458333333333,-0.15825396825396823
2017-2018,OTT,-1,0.7736389122511915,0.31481625204447244,0.3581864722756105,0.14088084625898853,0.48702593610443146,0.23327752976190474,0.04542448405253282,-0.3998275862068965
2017-2018,PHI,0,1.0797154471544714,0.4601827160493827,0.3638487734623436,0.1737375259005304,0.7654549718574108,0.18397402597402598,0.4123241758241758,0.08139534883720931
2017-2018,PIT,1,1.110511778194705,0.7431569234739966,0.5634979423868313,0.21372603303258228,0.6067958860759494,0.4965340689121177,0.3025267379679144,-0.11326530612244892
2017-2018,SJS,1,0.8366677089847823,0.622473554792106,0.6379741863075196,0.2709333304051614,0.7489566395663957,0.31685185185185183,0.3599807987711213,0.000500000000000019
2017-2018,STL,-1,1.0419582022029898,0.5476824777994369,0.3427138119582674,0.15492804232804233,0.763484990619137,0.4630521739130435,0.25415674603174604,-0.3381355932203388
2017-2018,TBL,2,1.0886128309360015,0.6361920893018455,0.5971987622861302,0.29954961930571683,0.6950793650793651,0.3936655844155844,0.42153568917018286,0.0601538461538461
2017-2018,TOR,0,0.744567269866247,0.7585030487804878,0.3932206882206882,0.4583059921710328,0.4033130081300813,0.5040197368421053,0.21395833333333336,0.14348484848484847
2017-2018,VAN,-1,0.6220965263088313,0.36361558521245585,0.46332959396177786,0.21727539682539684,0.3257404181184669,0.1014027149321267,0.2616682059570538,-0.10316666666666663
2017-2018,ARI,-1,0.6041056910569106,0.42462962962962963,0.32622245311415493,0.20158787104176415,0.45256253908692934,0.35151449275362323,0.152578125,0.6404255319148935
2017-2018,VGK,3,0.896494669509595,0.8160530407324328,0.4326295109211776,0.2386725217093156,0.5554206212251942,0.36354513657561627,0.5621585365853659,0.3623913043478261
2017-2018,WSH,4,0.9335492969556981,0.5211826784049006,0.22685119549929678,0.20843213674018668,0.6253048780487804,0.2186909949164851,0.3601302785265049,-0.08185185185185162
2017-2018,WPG,2,0.9195319682826458,0.7220539152759949,0.6797677119628339,0.37031346983007074,0.6125141392718274,0.34048685782556753,0.32780231829573936,0.1583582089552241
2016-2017,ANA,2,0.7834533887977121,0.7277489284787659,0.4676248108260303,0.15841368176773282,0.5360416666666666,0.25882194400973746,0.31122668579626966,0.27230769230769225
2016-2017,BOS,0,1.0267102114850262,0.8230305844305844,0.3539928410700168,0.23876668424778927,0.7343037037037037,0.3223036110231232,0.43457838143746463,-0.00599999999999979
2016-2017,BUF,-1,0.7553435027533388,0.4892681106071041,0.2532506535947712,0.12281893004115228,0.2842879746835443,0.25499474789915966,0.09173951048951048,0.008644067796610016
2016-2017,CGY,0,0.7776543209876543,0.39154657367394496,0.530105941181456,0.23644178499273885,0.5493081903041253,0.24247702589807857,0.5109876543209877,0.041632653061224614
2016-2017,CAR,-1,0.8055948663853726,0.6355139014353106,0.35973243538405536,0.2193077672814515,0.6225520325203252,0.4371973803071364,0.048940568475452195,-0.2111475409836065
2016-2017,CHI,0,0.98840108401084,0.5909536313899099,0.43278010600271166,0.18156454581832734,0.6004841772151899,0.3021284246575342,0.2930736074270557,0.1609090909090908
2016-2017,COL,-1,0.5844332717117084,0.3410718022923105,0.31043521102624366,0.1050144609877568,0.36279391891891893,0.06288903743315508,0.22345238095238096,-0.3624000000000001
2016-2017,CBJ,0,0.708668814963466,0.6232571138211382,0.38821652421652414,0.3765013006317354,0.5898288288288288,0.5607786116322702,0.154516396845164,0.5244444444444443
2016-2017,DAL,-1,0.6562875092387287,0.5348186274509804,0.46448863873254115,0.3171953046668489,0.4496429794520548,0.32159680431624815,0.1796798780487805,0.18322033898305087
2016-2017,DET,-1,0.6875502781343603,0.3948463871308017,0.3899944444444445,0.19455963349713348,0.2748306233062331,0.15866357069143447,0.29197897340754486,-0.3552000000000001
2016-2017,EDM,1,0.9004526748971194,0.6739038065843622,0.302734243157972,0.22630298273155414,0.5542834817940303,0.2858486414083429,0.38453488372093025,0.4022222222222223
2016-2017,FLA,-1,0.7725397197478774,0.6174255791739452,0.37408011821700077,0.1169168300707293,0.5144140409065783,0.333125,0.29215923406399597,0.11547619047619034
2016-2017,LAK,-1,0.820495174249988,0.5690210970464135,0.46362485481997684,0.32976462747100027,0.6983536585365853,0.5070121951219513,0.4059183673469388,-0.00641025641025641
2016-2017,MIN,0,0.766087486198936,0.6559639953542393,0.7456289268345458,0.23512929266291605,0.6029605263157896,0.41841331269349846,0.17815244407622205,-0.0007692307692309441
2016-2017,MTL,0,0.7646855683843988,0.6097550783608124,0.5368766718106995,0.2567255702187209,0.6624919871794872,0.4836693548387097,0.3898934145413019,0.2911290322580647
2016-2017,NSH,3,0.8032346109175378,0.6729717078189301,0.4915615412989303,0.040313302516692344,0.8519570707070707,0.55583562349708,0.2329461310625694,0.026393442622951045
2016-2017,NJD,-1,0.6177110433604336,0.4854102263856362,0.19405982905982908,0.13120507399577166,0.11889874353288987,0.332719246031746,0.12805727554179566,-0.05933333333333337
2016-2017,NYI,-1,0.670788087251502,0.492710681696189,0.3386821605889403,0.2512670285421185,0.4881509539842873,0.2703397212543554,0.2929280821917808,0.11862745098039237
2016-2017,NYR,1,0.7044661967779057,0.6147655473655473,0.4292324550089061,0.2741170652275566,0.41860509660226514,0.13659813721035893,0.38266144604162194,-0.1062499999999998
2016-2017,OTT,2,0.7881284263678631,0.5084807978710417,0.3420622704004817,0.14349051490514905,0.5728201545290152,0.24550925925925926,0.22120864661654135,0.047073170731707484
2016-2017,PHI,-1,0.7104878048780489,0.5663911264544176,0.3567638404955478,0.3152659465020576,0.3441546942866689,0.562608359133127,0.42236280137772675,-0.0018965517241381663
2016-2017,PIT,4,1.04197501529854,0.7371170960187353,0.44654919956899874,0.4112393162393162,0.2930952380952381,0.498543956043956,0.4321250907770515,0.3414285714285715
2016-2017,SJS,0,0.7565003561253562,0.545237637142399,0.37708966244725745,0.3055385270327799,0.8159726393059727,0.2845625,0.3830788934426229,0.1418750000000002
2016-2017,STL,1,0.6672222222222222,0.6815447154471544,0.40395016339869283,0.15493750413605983,0.45318055555555553,0.3945088566827697,0.2214943609022556,-0.11983606557377052
2016-2017,TBL,-1,0.8818493584493584,0.6237782403676845,0.2537727166821994,0.1101657449304508,0.7039882087740592,0.30392857142857144,0.2106875,0.17333333333333342
2016-2017,TOR,0,0.6998268398268399,0.6412361892849697,0.6824942286459902,0.2549411149825784,0.4280279204107831,0.4463821138211382,0.24676417910447762,0.3521212121212123
2016-2017,VAN,-1,0.4200568101977316,0.5231012354406958,0.2177991886409736,0.13533158525486802,0.31950186412593207,0.26287270794578793,0.10860495195861049,-0.056666666666666705
2016-2017,ARI,-1,0.45642839246769956,0.2803756709124409,0.1925340136054422,0.12761721611721613,0.30601055194805193,0.08434912280701755,0.21139041633935587,0.36207547169811316
2016-2017,WSH,1,0.9043578404274921,0.7252008126269729,0.4952513227513227,0.3640407153271003,0.6664020486555697,0.4644030317237068,0.4819349477682811,0.5695161290322581
2016-2017,WPG,-1,0.905551455505885,0.7486045303738565,0.3163919644130652,0.0908773602033406,0.6674791666666666,0.2783231707317073,0.1583116036505867,-0.13909090909090918
2015-2016,ANA,0,0.8138579623868293,0.6289867456773158,0.4381538337046134,0.280587601270931,0.5265190217391305,0.44485915492957745,0.3294718309859155,0.037441860465116265
2015-2016,BOS,-1,0.8946898148148148,0.6870076285503114,0.45902336601307187,0.13583057166528584,0.604721450617284,0.29279295689131757,0.24273645833333335,0.15375000000000005
2015-2016,BUF,-1,0.6767875537679459,0.44179783525958544,0.2735103413272428,0.1507633335565825,0.3611318597560976,0.10883116883116883,0.2733898305084746,0.23355555555555568
2015-2016,CGY,-1,0.7555633565712122,0.5139087147156496,0.17576973045167557,0.11216249120203924,0.6619390243902439,0.3772525107604017,0.1857433783108446,-0.19270270270270257
2015-2016,CAR,-1,0.6047235772357724,0.5545441116767121,0.30640130384016606,0.10641531413203238,0.5279523533950617,0.36631124913733615,0.24049753867791843,0.09076923076923074
2015-2016,CHI,0,0.8865681415468001,0.6956183712121211,0.44039023841655417,0.32978492165111883,0.6187995209139487,0.32092216199939777,0.32547794117647055,0.2920689655172413
2015-2016,COL,-1,0.6531706627680313,0.43812479925725184,0.292054276880797,0.1503219072731268,0.3074181423321083,0.29832707942464043,0.06272297297297297,0.054210526315789535
2015-2016,CBJ,-1,0.687142893320671,0.5614988610031028,0.37929112782319724,0.13293761407001825,0.2768076923076923,0.40559244203553146,0.1175064036885246,-0.0945945945945946
2015-2016,DAL,1,1.047765772833167,0.6260494858373241,0.5055947609001407,0.3830644511452939,0.4575157356412274,0.7313264006791171,0.2862595274390244,0.0016666666666666312
2015-2016,DET,0,0.6932680463168269,0.5561398424169427,0.41698103034704337,0.4342445223000779,0.2836378205128205,0.4011210506280929,0.3569083694083694,0.19111111111111098
2015-2016,EDM,-1,0.7097143385070215,0.5111210621592382,0.23926742152259964,0.20187841530054648,0.46166666666666667,0.23254901960784313,0.14971151216844408,0.103392857142857
2015-2016,FLA,0,0.7879434817917202,0.7440939373750832,0.5434996799627593,0.16678001653654306,0.5265196998123827,0.177972972972973,0.1978739522888459,0.3062903225806453
