Season,Team,Result,1-3 F Avg Game Score,4-6 F Avg Game Score,7-9 F Avg Game Score,9-12 F Avg Game Score,1-2 D Avg Game Score,3-4 D Avg Game Score,5-6 D Avg Game Score,Starting Goalie Avg GSAx
2024-2025,CAR,2,1.0499506531414369,0.6727154218495991,0.6743824786324787,0.5697182073672589,0.6910213414634147,0.6422609926715523,0.7410627177700349,0.1274468085106382
2024-2025,CHI,-1,0.5119136178861788,0.3316095358341102,0.1936356209150327,0.10984476493300022,0.14928622668579627,0.09040071770334927,-0.04064814814814815,0.1815789473684212
2024-2025,COL,0,1.184178523533837,0.9471381365911099,0.4562980693264862,0.37623036802625415,1.1167763157894737,0.4090496575342466,0.4038870614035087,0.23785714285714274
2024-2025,CBJ,-1,0.9176236378397539,0.5992127357377156,0.19410766360122614,0.26884845348720915,0.7791817223727793,0.4252163865546218,0.1325326797385621,-0.15415094339622618
2024-2025,DAL,2,0.8077284748751102,0.8586456996148909,0.4266165611814346,0.32201493078205407,0.7502179487179488,0.2056470588235294,0.17146230158730158,0.1836206896551725
2024-2025,DET,-1,0.8409789972899727,0.5555836653718554,0.3027012987012987,0.19519171374764596,0.3315311653116531,0.26671920975199664,0.24181050228310502,0.2723404255319151
2024-2025,EDM,3,1.3506120085739595,0.622719339207901,0.3306626016260163,0.4019582642343836,0.9297701688555348,0.5499021181001283,0.1622129186602871,-0.029803921568627652
2024-2025,FLA,4,1.0626134880952698,0.799431476409417,0.5328156052393856,0.27927054294437803,0.6518115079365079,0.4174248120300752,0.4238980263157895,0.13407407407407423
2024-2025,LAK,0,0.8561728395061728,0.8086215585695241,0.7017643332277479,0.25849995122427083,0.5197933164396579,0.4926200797641755,0.43009942438513865,0.4502000000000001
2024-2025,MIN,0,0.8187145045363499,0.49152619121127916,0.39462489613603086,0.13298405103668262,0.27721584385763487,0.41098484848484845,0.05928747795414462,0.26413793103448263
2024-2025,MTL,0,0.8556776782957703,0.3032484666951933,0.28503155907627453,0.31789836912706043,0.5355442073170732,0.1420084388185654,0.14558928571428573,0.3966129032258065
2024-2025,NSH,-1,0.7355052999897088,0.4806588319088319,0.29058993334676847,0.2565198511166253,0.657081224114128,0.31633064516129034,0.293448883666275,-0.12793103448275842
2024-2025,NJD,0,1.1276314881189433,0.644344720658745,0.3872331340157427,0.22228682125592658,0.53502151799687,0.530565200617284,0.19401219512195123,0.07000000000000015
2024-2025,NYI,-1,0.7043776974806786,0.4843963943229766,0.3356443268244999,0.17863873613227618,0.6913480885311871,0.5061354166666666,0.22428951678951678,0.2875409836065572
2024-2025,NYR,-1,0.8741686991869919,0.63067033317392,0.3379013829108879,0.13419409430438842,0.6880405405405405,0.1558,0.16458683473389354,0.3534426229508197
2024-2025,OTT,0,0.8649178209374687,0.5520304654694899,0.4633751129177958,0.37045889558809453,0.736875,0.35981011066398394,0.10526174640635057,0.31454545454545463
2024-2025,PHI,-1,0.5954721710836424,0.5806483932733932,0.34978192618441667,0.22356614199932176,0.3144844789356984,0.25402380952380954,0.218997113997114,-0.42297872340425524
2024-2025,PIT,-1,0.9625168593867732,0.3662881608339539,0.41480243140241285,0.21489583333333337,0.5582877389584706,0.3888414634146341,0.09907394489012905,-0.02578947368421063
2024-2025,SJS,-1,0.6384545454545455,0.37700058200058195,0.06585198856870685,0.0524404761904762,0.1580448717948718,-0.0124537037037037,0.13405439595192914,-0.3663265306122447
2024-2025,SEA,-1,0.5191583474239301,0.5514028923291041,0.4116486951086107,0.1589718614718615,0.5920370370370371,0.2827104911460073,0.13524199695121952,0.3342105263157897
2024-2025,STL,0,0.7398535362797238,0.7561677753141168,0.3317149767037827,0.21173592085235918,0.4405989583333333,0.5177941176470588,0.16822207958921695,0.09375
2024-2025,TBL,0,1.2184807431728164,0.8077165071770335,0.5062524243097195,0.1330412135290184,0.6543037974683544,0.4011400504686374,0.2533605974395448,0.4628571428571428
2024-2025,TOR,1,1.1049303692318293,0.5980636752136752,0.36080551139374667,0.24622907966920496,0.4229120473022912,0.3184926406926407,0.030729842446709916,0.40119047619047604
2024-2025,VAN,-1,0.6152012860082304,0.531072665290145,0.3771830608415974,0.28172138047138046,0.9242056412729026,0.33564824846514985,0.04666666666666666,0.001764705882353008
2024-2025,UTA,-1,0.9073286158787512,0.7270970591187393,0.4019810571843092,0.38629648998033717,0.671038961038961,0.3575356350966107,0.3852949517867272,0.24448275862068977
2024-2025,VGK,1,1.013472790527585,0.6624850703479911,0.462883085550339,0.4539166964471843,0.7183371873029221,0.5321234756097561,0.2393879173290938,0.2906
2024-2025,WSH,1,0.8996425620951367,0.7994244758237056,0.3072540650406504,0.4021100823045267,0.7707244269586042,0.38125662778366914,0.3456451370069256,0.6037209302325584
2024-2025,WPG,1,0.9052564983396313,0.7234162724295498,0.4541811490162572,0.33186032281123357,0.722223731884058,0.44435569105691053,0.14238512949039267,0.6284126984126984
2023-2024,ANA,-1,0.6094734295087312,0.4210737557537399,0.22215341584835757,0.021327970504441088,0.288675645342312,0.18589201877934275,0.1498113810741688,-0.20847826086956528
2023-2024,BOS,1,0.9452303523035231,0.5055737056054771,0.4470554838589878,0.09221116138763198,0.5199527952610145,0.13938863928112966,0.2441425969294822,0.41840909090909084
2023-2024,BUF,-1,0.6989287179127835,0.7084074998122544,0.3270453927267308,0.18734002127982974,0.7389603638726445,0.3386523509811181,0.27834208088916335,0.1749999999999998
2023-2024,CGY,-1,0.7703156679714945,0.670272878882635,0.6069444444444445,0.14070614899487582,0.7164665415884929,0.0420576923076923,0.21502801120448178,0.28541666666666643
2023-2024,CAR,1,1.2326648098538646,0.6848885471253893,0.6738364335700319,0.6203473260170368,0.9074740853658536,0.7538597883597884,0.6661873306233063,0.016190476190476352
2023-2024,CHI,-1,0.4090851439674969,0.2247007943908922,0.2135656565656566,0.12261482630139348,0.29300274941084054,0.03536899313501144,-0.15987762237762237,0.02857142857142847
2023-2024,COL,1,1.3519389086137696,0.5289122807017543,0.4444109109109109,0.1925143274853801,1.0018617358251505,0.5706559949780289,0.4136184210526316,0.07888888888888887
2023-2024,CBJ,-1,0.6156931482027267,0.38958541458541457,0.37583334047702727,0.3134786596119929,0.5853658536585367,0.28743398392652125,0.1583656330749354,-0.15487804878048766
2023-2024,DAL,2,0.9999186991869919,0.7968601147776183,0.5950647525715277,0.41034654654654656,0.9485826350508113,0.41323170731707315,0.2734279725609756,0.0361111111111109
2023-2024,DET,-1,0.7734491723962312,0.6142451373880827,0.328134649122807,0.2777143995506264,0.26571349382324994,0.4573544973544974,0.2040287290715373,0.04795454545454576
2023-2024,EDM,3,1.3957754764998918,0.8700180287192483,0.5104715687480297,0.21537205048472655,0.9720987654320987,0.7079113924050633,0.2750359599749843,0.03355932203389813
2023-2024,FLA,4,1.293026325314623,0.8455648732116612,0.7129428137651822,0.234814313830739,0.8199510932105869,0.5615459110473457,0.49943092105263154,0.26810344827586224
2023-2024,LAK,0,0.974121750476764,0.8432917708984782,0.4178062541079413,0.42912026143790855,0.6870377898223426,0.5096709371709371,0.33404929577464787,0.19888888888888906
2023-2024,MIN,-1,1.0986031746031746,0.6969970606874107,0.3353934987069315,0.06280434782608696,0.5446656176239182,0.2866634615384615,0.197291325695581,-0.10755555555555563
2023-2024,MTL,-1,0.735081300813008,0.3312636117270264,0.22241073741073739,0.07958579029154189,0.3462665505226481,0.22321428571428573,0.15007776497695854,0.08146341463414643
2023-2024,NSH,0,1.0274355113921512,0.4530697691574061,0.4620555555555555,0.3512077497665733,0.8961980883322346,0.30993063984740765,0.30564484126984126,-0.04640624999999998
2023-2024,NJD,-1,1.1997012444454294,0.5716605892603549,0.5128148148148147,0.2274043962661849,0.5092894308943089,0.33788157894736837,0.17314750290360048,0.03675675675675674
2023-2024,NYI,0,0.9245585416039347,0.47737729599518214,0.27793427713427715,0.10149070508248942,0.5565146224356177,0.2897807577692635,0.3060415488976823,0.025535714285714408
2023-2024,NYR,2,1.1640399478068852,0.7411721724812185,0.2927033898305085,0.2799760396361273,0.6794444444444444,0.3043230358504958,0.39447689345314507,0.21963636363636385
2023-2024,OTT,-1,1.001407989561377,0.7107723577235773,0.2947272272272272,0.20429632992556723,0.6886336559940431,0.5184879816189466,0.2500219298245614,-0.29181818181818203
2023-2024,PHI,-1,0.8178884403884403,0.6452123053098663,0.47678753228907816,0.2484792843691149,0.4908724781692261,0.41258322663252245,0.1515138592750533,-0.09333333333333343
2023-2024,PIT,-1,1.0514725937581957,0.5798529861238463,0.45983729465304707,0.309518722018722,0.7703048780487805,0.39957839721254357,0.17309149184149186,0.05137254901960793
2023-2024,SJS,-1,0.3958055113703311,0.074346675868415,0.11339097496706192,0.19305347604828196,0.05239441930618402,-0.0017897558070279918,0.04812865497076023,0.05568181818181792
2023-2024,SEA,-1,0.5769152930402931,0.7157516063467085,0.36837234781679223,0.3326164795656321,0.6208568738229756,0.2370121951219512,0.3874464285714286,0.0752000000000001
2023-2024,STL,-1,0.8515508130081302,0.3565726955970858,0.21425550586915518,0.11120896183804606,0.2097560975609756,0.39424242424242417,0.153019943019943,0.2894736842105263
2023-2024,TBL,0,1.2240650406504066,0.7121302871256562,0.2648939063054608,0.23928091834524587,0.49606275303643727,0.3159093319194062,0.2968005723090469,-0.04846153846153866
2023-2024,TOR,0,1.3103534381559596,0.7333333333333334,0.2709466100716101,0.4033399470899471,0.5915010683760684,0.44629514321295144,0.1372339527027027,-0.20350000000000001
2023-2024,VAN,1,0.9524182073672588,0.6459688305025346,0.6250028291491706,0.31447727930834785,0.9951610960554049,0.2849525474525475,0.21666666666666667,0.4311764705882355
2023-2024,ARI,-1,0.7602281242704295,0.5843024189501155,0.4760647979614124,0.1702026598026598,0.4584111842105263,0.15473529411764705,0.2094947209653092,0.16620000000000004
2023-2024,VGK,0,0.8219981481481482,0.7543948896631824,0.5229221276070591,0.17757757174229527,0.6129687500000001,0.3069678492239468,0.19369413878284303,0.09913043478260875
2023-2024,WSH,0,0.6763846031891725,0.2642948717948718,0.296426858755464,0.2913183273309324,0.3834522955523673,0.14074009324009323,0.10636080586080586,0.21079999999999985
2023-2024,WPG,0,0.7878149187185333,0.6284880068913207,0.6497011931158272,0.4840833784759841,0.7271175850647396,0.34671840354767186,0.3732753357753358,0.552
2022-2023,ANA,-1,0.6410268532741651,0.28406028555655927,0.09014571948998179,0.060240316205533606,0.10036741713570982,0.14642222222222223,-0.13593645484949834,-0.21754716981132077
2022-2023,BOS,0,1.2288942575411002,0.76310881242741,0.5172963743795411,0.3199321139536952,0.7377935606060606,0.6144875621890548,0.40773076923076923,0.8663265306122446
2022-2023,BUF,-1,1.1789783649277321,0.6256394058014655,0.46088468468468463,0.3250076748369002,0.7908876987990912,0.24861363636363637,0.15247632103688935,-0.15181818181818196
2022-2023,CGY,-1,0.9750335365853658,0.9018817536276629,0.5592254449571523,0.4035365853658537,0.7218924832005,0.730596391263058,0.37504516711833785,-0.05254237288135583
2022-2023,CAR,2,0.9686250438386738,0.7296888487403392,0.6678418803418804,0.4644980213089802,0.9548170731707317,0.8163117283950617,0.5673769230769231,-0.1014705882352942
2022-2023,CHI,-1,0.3068183703089364,0.3139912866654863,0.1372502919663163,0.13356044723969254,0.32816346153846154,-0.01766576086956522,0.02743713733075436,-0.16179487179487184
2022-2023,COL,0,1.2656389556853316,0.9027249396135266,0.3591898954703832,0.339833724019378,1.0867916666666666,0.2569039315155358,0.26387200270178995,0.353548387096774
2022-2023,CBJ,-1,0.7741036096256684,0.2723212929348045,0.17252820264885138,0.15554578038449007,-0.010133928571428572,0.33088768115942024,0.036354270521768026,-0.8623333333333335
2022-2023,DAL,2,1.0077723577235773,0.9121236979853576,0.4338434124067268,0.21753145208700764,0.7377585674590923,0.2673780487804878,0.42267932489451476,0.19064516129032247
2022-2023,DET,-1,0.5703979345198857,0.5223915989159892,0.24103264544676495,0.1813272314460054,0.24913350449293967,0.33540903540903544,0.0916244939271255,-0.26232142857142854
2022-2023,EDM,1,1.4906392019141712,0.6693774844910253,0.46255826132495415,0.3086953904368765,0.6495997498436523,0.475640243902439,0.3288441145281018,0.135
2022-2023,FLA,3,1.3064381708225123,0.8680242081611945,0.4741079494128275,0.24850562587904357,0.8933003048780488,0.5139539677086912,0.4673695799457994,0.12399999999999978
2022-2023,LAK,0,0.8498780487804879,0.8554309597714167,0.6669998704650305,0.2560522518417255,0.4625848765432099,0.48510101010101014,0.40903310104529617,0.32666666666666655
2022-2023,MIN,0,1.0012533486414086,0.7194929116970078,0.40087617260787994,0.1982708897588836,0.41107594936708863,0.21622803703003968,0.2446608484312859,0.14239130434782635
2022-2023,MTL,-1,0.6849847637157032,0.35028843553969286,0.2701499401031612,0.1250197628458498,0.36545026881720427,0.13092055485498108,0.21018716577540109,-0.04595238095238111
2022-2023,NSH,-1,0.6157246307110958,0.41977020202020204,0.43290480250071034,0.11801141304347827,0.6394282110573891,0.3519046909903202,0.07785671641791045,0.7292187499999998
2022-2023,NJD,1,1.2520781893004116,0.8268536585365854,0.6330315801117194,0.3996046365914787,0.7660194359756097,0.5609375,0.39525641025641023,0.09749999999999986
2022-2023,NYI,0,0.9367799590479535,0.6370542709323197,0.3590904314714443,0.3138364089235434,0.41364854058376643,0.5445434646654159,0.3629929577464789,0.6233870967741937
2022-2023,NYR,0,0.9851219512195123,0.6328313434173614,0.5790721344650884,0.34007249403437884,0.7597275393640013,0.5099854819976771,0.05104938271604939,0.48362068965517263
2022-2023,OTT,-1,1.043982697519283,0.8203252032520325,0.22731153416769492,0.17266162843004948,0.6008107333842627,0.2949874213836478,0.3759012474012474,-0.020277777777777888
2022-2023,PHI,-1,0.6048195747342089,0.5740220569353361,0.40630955272212105,0.10356481481481482,0.4214982578397213,0.2987345679012346,0.22102492102492102,0.18690909090909094
2022-2023,PIT,-1,1.1164112987283719,0.6797033644738697,0.4636996785710546,0.31973670739891064,0.6673988217213114,0.4282281205164993,0.2300149253731343,-0.05999999999999985
2022-2023,SJS,-1,0.6938258146728898,0.4164921077794212,0.20583283774407768,0.1780470029716605,0.6307943766937669,0.18242257742257742,0.09570532915360502,-0.2630232558139535
2022-2023,SEA,1,0.624437920305129,0.8524373006071833,0.6013754662743956,0.5551769996350523,0.8080457693465823,0.4302420091324201,0.3087210756722952,-0.1441666666666667
2022-2023,STL,-1,0.6919967401891892,0.5591614756947259,0.24174818427539538,0.1939773614363778,0.3495592775548009,0.3398901098901099,0.22649501661129567,-0.15016393442622944
2022-2023,TBL,0,1.167746160794941,0.7278336915553063,0.4040666558371237,0.21851926546028524,0.7769545303131247,0.33776190476190476,0.3101086956521739,0.4223333333333334
2022-2023,TOR,1,1.245551032740057,0.7611358337168278,0.34190011614401855,0.3158649113443634,0.5020535714285714,0.4054402834008097,0.2875543710021322,0.4297619047619047
2022-2023,VAN,-1,0.9360257479701924,0.6324148916207358,0.27146782169657985,0.14044455632272088,0.695693108974359,0.17938034188034188,0.23586236338797817,-0.17656250000000018
2022-2023,ARI,-1,0.7516095918534943,0.4186979166666667,0.18830845035723084,0.051694211017740445,0.30298780487804877,0.051500000000000004,0.07454411764705882,0.22180000000000008
2022-2023,VGK,4,0.7886718844800388,0.6407099009249202,0.33069783694173943,0.37896362780691134,0.7608032378580323,0.2742508710801394,0.19112471228290437,-0.4187804878048781
2022-2023,WSH,-1,0.636696240790609,0.5725886123484479,0.4425624521622656,0.306195680166992,0.6295454545454546,0.37853268866932943,0.3001224043715847,0.15368421052631562
2022-2023,WPG,0,0.9168930591132395,0.6310638593565422,0.4630313216195569,0.22093657407407408,0.6817229518449031,0.40611463414634147,0.3726626425217975,0.48078125000000016
2021-2022,ANA,-1,0.7437380952380952,0.42919285404467583,0.3521879542516407,0.2373522603485839,0.4663607188703466,0.18037524366471736,0.04713505461767627,-0.254642857142857
2021-2022,BOS,0,1.3919926614481408,0.6746209050409592,0.5553795561795561,0.31886359126984126,0.7175740339472734,0.43624050632911393,0.42524783705839947,0.1012195121951221
2021-2022,BUF,-1,0.7468411873411873,0.4718894414305807,0.3288271552537257,0.021563824148531793,0.44381250000000005,0.2738721804511278,0.13666800966962128,-0.2803225806451612
2021-2022,CGY,1,1.4088617886178862,0.6238540980004394,0.7118601102560486,0.25083111879626263,0.808437970490816,0.6067449047778148,0.5548146223146224,0.1720634920634921
2021-2022,CAR,1,0.9201932864239475,0.7975213675213676,0.7141062011796588,0.46943872807678777,0.7381283905967451,0.8331897865853659,0.4794241379310345,0.5349999999999999
2021-2022,CHI,-1,0.7388935644301498,0.4632917759249664,0.21424345454196203,0.08034477104816089,0.33766499582289056,0.14185507246376813,0.3095146379044684,-0.8943750000000001
2021-2022,COL,4,1.429179583483809,0.6366563706563707,0.3053586371974479,0.273705617382088,1.233874458874459,0.38231343283582087,0.3138096500530223,0.3678947368421052
2021-2022,CBJ,-1,0.7223332324455205,0.4600650286216819,0.391707993864091,0.3024046099600781,0.5013235294117647,0.18865580633418275,0.2707066189624329,0.06830508474576273
2021-2022,DAL,0,1.0736882278620083,0.38328215045017217,0.31762724505327244,0.23709067286772542,0.5385801393728223,0.4272119487908962,0.09974431818181818,0.02979166666666681
2021-2022,DET,-1,0.7920591771576374,0.36210554587688737,0.2971220938452577,0.10517701931787576,0.44833489681050653,0.09445929816185247,0.18695611577964516,-0.11745762711864419
2021-2022,EDM,2,1.2643552631578947,0.6791489169266947,0.38499464798689625,0.28911744467902106,0.5735834236186348,0.6173321759259259,0.44874768604220655,-0.15200000000000008
2021-2022,FLA,1,1.2729030265339967,1.0049259660527265,0.9424974718308051,0.5339020979020979,0.6546266891891892,0.6341512712639473,0.3908526234567901,0.4331481481481479
2021-2022,LAK,0,0.8419609434166396,0.8809268020097837,0.5346979166666667,0.3124470435347628,0.5237182508510081,0.6086756859756097,0.21634415584415584,0.3869565217391307
2021-2022,MIN,0,1.0903665758110204,0.8701680949241924,0.41682576400679117,0.1735883690708252,0.6878345626975764,0.37377525252525257,0.3407065217391304,-0.314464285714286
2021-2022,MTL,-1,0.4828676421080981,0.48129491431730237,0.3753339438339438,0.17276926384588923,0.2584203036053131,0.11643284106891702,0.29953125,-0.4550000000000002
2021-2022,NSH,0,0.9920944816053511,0.46508360681356464,0.3218592140921409,0.37906776745786036,0.8308815789473685,0.43535714285714283,0.11553263403263403,0.3088059701492537
2021-2022,NJD,-1,0.818672932330827,0.5174636285836542,0.331939817439207,0.26332371332371335,0.6020967741935485,0.3909904761904762,0.30298701298701297,-0.30560000000000004
2021-2022,NYI,-1,0.6132641483326414,0.40425779990516836,0.3525759137105004,0.17523149137947516,0.5049358974358975,0.36487851288056206,0.030090579710144925,0.24557692307692328
2021-2022,NYR,2,0.9395427983539095,0.6322577852113717,0.2536880445252468,0.2490554284261378,0.7265550807217473,0.2828908692933083,0.06574189095928228,0.6433962264150942
2021-2022,OTT,-1,0.791858116629976,0.6315042833397264,0.346187461407141,0.1304719151914211,0.48732684662063197,0.2501837140019861,0.1908270817704426,0.18391304347826104
2021-2022,PHI,-1,0.6002850027936728,0.4173449246219541,0.3243451878641752,0.04832269031781227,0.3819912974683545,0.15531385281385282,0.05769230769230768,-0.14577777777777784
2021-2022,PIT,0,1.1413026951436562,0.6886922794791858,0.41608159396497807,0.4564832704123177,0.6082456140350877,0.5155697364030698,0.3656570512820513,0.21999999999999983
2021-2022,SJS,-1,0.84238517579981,0.3050556206088993,0.24113357619915,0.046116943521594685,0.596919512195122,0.13167027417027416,-0.03203333333333334,0.0025000000000000946
2021-2022,SEA,-1,0.606789827802486,0.47861846846846845,0.4250290995496475,0.3497495304572085,0.39089792849983296,0.34163194444444445,0.25752260981912145,-0.6134545454545456
2021-2022,STL,1,0.880817819927409,0.806953651099342,0.6404525465636577,0.14954615384615386,0.4972796052631579,0.36822604166666667,0.08536203522504893,0.33850000000000013
2021-2022,TBL,3,0.9544766030832456,0.7740836311457656,0.49450054112554115,0.5024493982164387,0.8204440275171982,0.39287451984635086,0.2918796992481203,0.4509523809523809
2021-2022,TOR,0,1.4344424713907211,0.785507872800247,0.6651290311161456,0.3178029383195726,0.6876829268292683,0.5007652173913044,0.3549936129444326,-0.0477551020408164
2021-2022,VAN,-1,0.9397559523809523,0.7490097806087864,0.3308294995689851,0.21844406950753478,0.6498959027315123,0.3232815964523282,0.3073666666666667,0.1640625
2021-2022,ARI,-1,0.6197804870640692,0.3197575990624771,0.08645283018867926,0.1748931603584649,0.4004826154644525,0.028172650262202503,0.05648578811369509,-0.44615384615384596
2021-2022,VGK,-1,0.7764205756929639,0.779948268106163,0.37577833236415326,0.30112052893578584,0.8288509615384616,0.4724416605256693,0.37510227936879015,0.1379545454545453
2021-2022,WSH,0,0.9054553955186866,0.46989343013857354,0.4930075476004174,0.380400724341375,0.745610661268556,0.3485926049300466,0.3329091591591592,-0.27409090909090916
2021-2022,WPG,-1,0.9563030514419141,0.8787335255392703,0.2575617088607595,0.1430549543049543,0.48554660529344074,0.334746835443038,0.2651542649727768,0.25227272727272737
2020-2021,ANA,-1,0.446420485542826,0.4271416605075142,0.3311092152567127,0.21162575174997536,0.4141607142857143,0.041875,0.14850832562442184,-0.21028571428571427
2020-2021,BOS,1,1.3450701723736316,0.695155999506721,0.5387464820443544,0.14320340689121178,0.895945945945946,0.4587139689578714,0.26492965367965365,0.1516666666666667
